id,rank,word,lemma,pos,pos_long,english_definition,frequency,sum_frequency,coca_spoken_freq,coca_fiction_freq,coca_magazines_freq,coca_newspapers_freq,sat,gre
290,290,anything,anything,pn,pronoun,"Any object, act, state, event, or fact whatever; thing of any kind; something or other; aught.",137800,225749565,448,517,219,215,FALSE,FALSE
291,291,problem,problem,nn1,noun,A difficulty that has to be resolved or dealt with.,137710,225887275,452,150,272,251,FALSE,FALSE
292,292,such,such,ii,preposition,,137063,226024338,51,33,412,321,FALSE,FALSE
293,293,education,education,nn1,noun,"The process or art of imparting knowledge, skill and judgment.",136995,226161333,120,24,157,228,FALSE,FALSE
294,294,question,question,nn1,noun,"A sentence, phrase or word which asks for information, reply or response; an interrogative.",136389,226297722,639,174,169,176,FALSE,FALSE
295,295,back,back,nn1,noun,The rear surface of the human body from the shoulders to the hips.,136354,226434076,295,641,262,209,FALSE,FALSE
296,296,trying,try,vvg,verb,,135843,226569919,507,376,210,278,FALSE,FALSE
297,297,making,making,nn1,noun,,134695,226704614,302,257,328,298,FALSE,FALSE
298,298,only,only,jj,adjective,,133965,226838579,262,355,298,305,FALSE,FALSE
299,299,looking,look,vvg,verb,,132810,226971389,376,525,223,217,FALSE,FALSE
300,300,least,least,rr,adverb,,132652,227104041,278,252,304,302,FALSE,FALSE
301,301,already,already,rr,adverb,"Prior to some specified time, either past, present, or future; by this time; previously.",132425,227236466,281,383,268,284,FALSE,FALSE
302,302,center,center,nn1,noun,The point in the interior of a circle or sphere that is equidistant from all points on the circumference.,132398,227368864,183,130,341,524,FALSE,FALSE
303,303,table,table,nn1,noun,"An item of furniture with a flat top surface raised above the ground, usually on one or more legs.",131879,227500743,80,417,228,100,FALSE,FALSE
304,304,large,large,jj,adjective,Of considerable or relatively great size or extent.,131200,227631943,131,222,412,265,FALSE,FALSE
305,305,having,have,vhg,verb,,130603,227762546,368,268,273,239,FALSE,FALSE
306,306,called,call,vvn,verb,,130036,227892582,348,251,322,272,FALSE,FALSE
307,307,child,child,nn1,noun,A daughter or son; an offspring.,129898,228022480,287,258,312,209,FALSE,FALSE
308,308,morning,morning,nn1,noun,The part of the day from dawn to midday.,129491,228151971,592,418,182,152,FALSE,FALSE
309,309,getting,get,vvg,verb,,129464,228281435,455,295,275,285,FALSE,FALSE
310,310,seen,see,vvn,verb,,129459,228410894,343,389,218,221,FALSE,FALSE
311,311,study,study,nn1,noun,,129110,228540004,75,42,203,124,FALSE,FALSE
312,312,put,put,vv0,verb,,128777,228668781,459,323,261,243,FALSE,FALSE
313,313,job,job,nn1,noun,,128761,228797542,365,232,260,370,FALSE,FALSE
314,314,yeah,yeah,uh,interjection,,128461,228926003,1064,233,33,25,FALSE,FALSE
315,315,within,within,ii,preposition,Indicates spatial enclosure or containment.,127569,229053572,161,135,260,189,FALSE,FALSE
316,316,face,face,nn1,noun,"The front part of the head, featuring the eyes, nose, and mouth and the surrounding area.",127131,229180703,129,880,174,111,FALSE,FALSE
317,317,history,history,nn1,noun,The aggregate of past events.,126972,229307675,209,100,277,287,FALSE,FALSE
318,318,maybe,maybe,rr,adverb,Indicating a lack of certainty.,125907,229433582,405,611,157,154,FALSE,FALSE
319,319,saw,see,vvd,verb,"To perceive or detect with the eyes, or as if by sight.",125622,229559204,299,599,191,171,FALSE,FALSE
320,320,wanted,want,vvd,verb,Wished for; desired; sought.,125207,229684411,347,483,212,226,FALSE,FALSE
321,321,community,community,nn1,noun,,125007,229809418,195,39,193,317,FALSE,FALSE
322,322,others,other,nn2,noun,,124985,229934403,190,215,275,280,FALSE,FALSE
323,323,asked,ask,vvd,verb,,124969,230059372,185,718,185,178,FALSE,FALSE
324,324,actually,actually,rr,adverb,,124496,230183868,649,191,209,133,FALSE,FALSE
325,325,across,across,ii,preposition,"To, toward, or from the far side of (something that lies between two points of interest).",123821,230307689,175,475,234,210,FALSE,FALSE
326,326,before,before,cs,conjunction,Earlier than (in time).,123749,230431438,288,466,254,211,FALSE,FALSE
327,327,found,find,vvd,verb,,123581,230555019,209,349,279,220,FALSE,FALSE
328,328,himself,himself,pp,pronoun,,123412,230678431,185,587,208,204,FALSE,FALSE
329,329,enough,enough,rr,adverb,Sufficiently.,122290,230800721,224,452,295,226,FALSE,FALSE
330,330,had,have,vhn,verb,,122106,230922827,385,312,214,254,FALSE,FALSE
331,331,including,including,ii,preposition,,121890,231044717,145,51,302,434,FALSE,FALSE
332,332,oh,oh,uh,interjection,,121717,231166434,695,456,75,57,FALSE,FALSE
333,333,far,far,rr,adverb,,121647,231288081,249,272,293,285,FALSE,FALSE
334,334,although,although,cs,conjunction,"Though, even though, in spite of the fact that; introducing a clause that expresses a concession.",121375,231409456,102,147,266,221,FALSE,FALSE
335,335,no,no,uh,interjection,,121243,231530699,910,231,58,55,FALSE,FALSE
336,336,both,both,rr,adverb,Used before the first of two alternatives to emphasize that the statement being made applies to each (the other alternative being introduced by “and”).,120850,231651549,179,167,274,203,FALSE,FALSE
337,337,law,law,nn1,noun,"The body of rules and standards issued by a government, or to be applied by courts and similar authorities.",120840,231772389,314,75,173,345,FALSE,FALSE
338,338,toward,toward,ii,preposition,,120550,231892939,75,508,225,171,FALSE,FALSE
339,339,coming,coming,nn1,noun,,120367,232013306,533,323,156,203,FALSE,FALSE
340,340,everything,everything,pn,pronoun,,120337,232133643,346,411,243,217,FALSE,FALSE
341,341,off,off,ii,preposition,,119988,232253631,225,446,274,278,FALSE,FALSE
342,342,team,team,nn1,noun,,119776,232373407,153,85,254,628,FALSE,FALSE
343,343,working,work,vvg,verb,,119713,232493120,300,188,280,279,FALSE,FALSE
344,344,book,book,nn1,noun,,119452,232612572,348,210,258,254,FALSE,FALSE
345,345,area,area,nn1,noun,A measure of the extent of a surface; it is measured in square units.,119389,232731961,204,105,257,392,FALSE,FALSE
346,346,second,second,md,number,,119319,232851280,188,187,228,316,FALSE,FALSE
347,347,body,body,nn1,noun,Physical frame.,119152,232970432,151,409,344,127,FALSE,FALSE
348,348,able,able,jj,adjective,"Having the power, skill, means, or opportunity to do something.",118992,233089424,379,189,242,211,FALSE,FALSE
349,349,door,door,nn1,noun,A portal of entry into a building or room.,118911,233208335,108,903,134,117,FALSE,FALSE
350,350,music,music,nn1,noun,"A sound, or the study of such sounds, organized in time.",117751,233326086,204,161,194,282,FALSE,FALSE
351,351,months,month,nn2,noun,,116652,233442738,296,189,281,333,FALSE,FALSE
352,352,office,office,nn1,noun,A building or room where clerical or professional duties are performed.,116123,233558861,237,266,234,371,FALSE,FALSE
353,353,talk,talk,vv0,verb,Speak in order to give information or express ideas or feelings; converse or communicate by spoken words.,115706,233674567,591,290,146,153,FALSE,FALSE
354,354,human,human,jj,adjective,"Of, relating to, or characteristic of people.",115573,233790140,161,150,257,167,FALSE,FALSE
355,355,person,person,nn1,noun,A single human being; an individual.,115459,233905599,363,198,233,208,FALSE,FALSE
356,356,began,begin,vvd,verb,,115250,234020849,137,348,282,274,FALSE,FALSE
357,357,minutes,minute,nn2,noun,,115240,234136089,197,226,467,273,FALSE,FALSE
358,358,saying,saying,nn1,noun,,114784,234250873,627,227,120,193,FALSE,FALSE
359,359,parents,parent,nn2,noun,,114208,234365081,225,200,255,264,FALSE,FALSE
360,360,used,use,vvn,verb,,114168,234479249,139,84,237,187,FALSE,FALSE
361,361,probably,probably,rr,adverb,In all likelihood.,113570,234592819,395,262,225,196,FALSE,FALSE
362,362,name,name,nn1,noun,"A word or set of words by which a person, animal, place, or thing is known, addressed, or referred to.",113505,234706324,236,423,209,226,FALSE,FALSE
363,363,line,line,nn1,noun,A path through two or more points.,113469,234819793,224,230,304,287,FALSE,FALSE
364,364,car,car,nn1,noun,"A road vehicle, typically with four wheels, powered by an internal combustion engine and able to carry a small number of people.",112530,234932323,206,500,234,235,FALSE,FALSE
365,365,home,home,rr,adverb,,112429,235044752,240,427,224,252,FALSE,FALSE
366,366,game,game,nn1,noun,,112193,235156945,143,133,256,592,FALSE,FALSE
367,367,kids,kid,nn2,noun,,111641,235268586,366,180,332,276,FALSE,FALSE
368,368,using,use,vvg,verb,,111470,235380056,140,85,310,189,FALSE,FALSE
369,369,makes,make,vvz,verb,,111127,235491183,214,177,374,254,FALSE,FALSE
370,370,someone,someone,pn,pronoun,,110979,235602162,291,415,207,200,FALSE,FALSE
371,371,try,try,vv0,verb,,110671,235712833,377,219,291,207,FALSE,FALSE
372,372,court,court,nn1,noun,"An enclosed space; a courtyard; an uncovered area shut in by the walls of a building, or by different building; also, a space opening from a street and nearly surrounded by houses; a blind alley.",110338,235823171,374,66,130,336,FALSE,FALSE
373,373,course,course,rr,adverb,,109981,235933152,415,327,185,114,FALSE,FALSE
374,374,food,food,nn1,noun,"Any substance that is or can be consumed by living organisms, especially by eating, in order to sustain life.",109507,236042659,159,170,346,300,FALSE,FALSE
375,375,behind,behind,ii,preposition,At the back of.,109465,236152124,174,545,188,188,FALSE,FALSE
376,376,care,care,nn1,noun,,109380,236261504,283,114,222,241,FALSE,FALSE
377,377,am,be,vbm,verb,,108844,236370348,275,412,189,169,FALSE,FALSE
378,378,problems,problem,nn2,noun,,108163,236478511,244,56,217,239,FALSE,FALSE
379,379,local,local,jj,adjective,From or in a nearby location.,107246,236585757,137,76,254,312,FALSE,FALSE
380,380,looked,look,vvd,verb,,106086,236691843,110,837,110,75,FALSE,FALSE
381,381,call,call,vv0,verb,,105721,236797564,288,309,207,242,FALSE,FALSE
382,382,process,process,nn1,noun,,105618,236903182,200,40,189,166,FALSE,FALSE
383,383,members,member,nn2,noun,,105396,237008578,197,50,183,303,FALSE,FALSE
384,384,ask,ask,vv0,verb,To look for an answer to a question by speaking.,104982,237113560,399,286,202,138,FALSE,FALSE
385,385,use,use,nn1,noun,,104968,237218528,81,54,200,148,FALSE,FALSE
386,386,former,former,da,determiner,,104797,237323325,275,42,202,458,FALSE,FALSE
387,387,sense,sense,nn1,noun,,104423,237427748,264,173,217,165,FALSE,FALSE
388,388,moment,moment,nn1,noun,"A brief, unspecified amount of time.",104136,237531884,285,494,147,105,FALSE,FALSE
389,389,six,six,mc,number,,104028,237635912,215,192,244,307,FALSE,FALSE
390,390,street,street,nn1,noun,,103613,237739525,193,343,179,330,FALSE,FALSE
391,391,talking,talk,vvg,verb,,103156,237842681,554,265,115,122,FALSE,FALSE
392,392,age,age,nn1,noun,"The whole duration of a being, whether animal, vegetable, or other kind; lifetime.",103149,237945830,141,143,263,225,FALSE,FALSE
393,393,long,long,rr,adverb,,101817,238047647,183,347,236,202,FALSE,FALSE
394,394,little,little,rr,adverb,To a small extent.,101775,238149422,335,328,177,171,FALSE,FALSE
395,395,economic,economic,jj,adjective,,101634,238251056,171,9,162,222,FALSE,FALSE
396,396,idea,idea,nn1,noun,,101452,238352508,275,230,221,176,FALSE,FALSE
397,397,else,else,rr,adverb,,101079,238453587,288,385,177,161,FALSE,FALSE
398,398,party,party,nn1,noun,A person or group of people constituting a particular side in a contract or legal action.,100692,238554279,322,126,180,267,FALSE,FALSE
399,399,college,college,nn1,noun,,100343,238654622,121,101,194,325,FALSE,FALSE
400,400,police,police,nn2,noun,A civil force granted the legal authority to enforce the law and maintain public order.,99926,238754548,393,153,98,355,FALSE,FALSE
401,401,hours,hour,nn2,noun,,99657,238854205,223,210,272,254,FALSE,FALSE
402,402,thank,thank,vv0,verb,,99609,238953814,790,154,42,38,FALSE,FALSE
403,403,felt,feel,vvd,verb,,99504,239053318,154,542,159,125,FALSE,FALSE
404,404,bad,bad,jj,adjective,Not good; unfavorable; negative.,98744,239152062,292,287,200,210,FALSE,FALSE
405,405,words,word,nn2,noun,,98711,239250773,190,330,165,119,FALSE,FALSE
406,406,early,early,jj,adjective,Happening or done before the usual or expected time.,98635,239349408,132,107,262,223,FALSE,FALSE
407,407,major,major,jj,adjective,,98251,239447659,182,39,225,287,FALSE,FALSE
408,408,taking,taking,nn1,noun,,97844,239545503,265,228,209,207,FALSE,FALSE
409,409,along,along,ii,preposition,Moving in a constant direction on (a path or any more or less horizontal surface).,97826,239643329,132,257,256,222,FALSE,FALSE
410,410,up,up,ii,preposition,,97826,239741155,219,361,215,186,FALSE,FALSE
411,411,hands,hand,nn2,noun,"The part of the fore limb below the forearm or wrist in a human, and the corresponding part in many other animals.",97717,239838872,114,601,164,115,FALSE,FALSE
412,412,perhaps,perhaps,rr,adverb,,97661,239936533,183,262,204,156,FALSE,FALSE
413,413,better,good,jjr,adjective,,97327,240033860,215,174,257,231,FALSE,FALSE
414,414,possible,possible,jj,adjective,Able but not certain to happen; not impossible.,97015,240130875,179,128,212,166,FALSE,FALSE
415,415,military,military,jj,adjective,,96981,240227856,276,41,153,235,FALSE,FALSE
416,416,development,development,nn1,noun,"The process of developing; growth, directed change.",96075,240323931,54,16,146,186,FALSE,FALSE
417,417,whole,whole,jj,adjective,Entire.,96052,240419983,328,254,197,152,FALSE,FALSE
418,418,themselves,themselves,pp,pronoun,,96031,240516014,173,149,216,177,FALSE,FALSE
419,419,understand,understand,vv0,verb,To be aware of the meaning of.,95930,240611944,316,244,147,123,FALSE,FALSE
420,420,comes,come,vvz,verb,,95253,240707197,266,208,241,199,FALSE,FALSE
421,421,hear,hear,vv0,verb,,95197,240802394,334,408,123,109,FALSE,FALSE
422,422,issue,issue,nn1,noun,An important topic or problem for debate or discussion.,95059,240897453,366,30,172,199,FALSE,FALSE
423,423,death,death,nn1,noun,"The cessation of life and all associated processes; the end of an organism's existence as an entity independent from its environment and its return to an inert, nonliving state.",94931,240992384,225,236,179,202,FALSE,FALSE
424,424,service,service,nn1,noun,,94929,241087313,131,76,252,295,FALSE,FALSE
425,425,art,art,nn1,noun,"The expression or application of human creative skill and imagination, typically in a visual form such as painting or sculpture, producing works to be appreciated primarily for their beauty or emotional power.",94845,241182158,71,86,310,231,FALSE,FALSE
426,426,free,free,jj,adjective,,94830,241276988,148,147,213,317,FALSE,FALSE
427,427,federal,federal,jj,adjective,,94692,241371680,241,18,183,369,FALSE,FALSE
428,428,given,give,vvn,verb,,94576,241466256,176,164,176,183,FALSE,FALSE
429,429,control,control,nn1,noun,Influence or authority over.,94241,241560497,158,100,190,165,FALSE,FALSE
430,430,taken,take,vvn,verb,,94116,241654613,215,226,173,190,FALSE,FALSE
431,431,friends,friend,nn2,noun,,93811,241748424,212,239,237,220,FALSE,FALSE
432,432,international,international,jj,adjective,Of or having to do with more than one nation.,93514,241841938,153,21,160,265,FALSE,FALSE
433,433,finally,finally,rr,adverb,,93460,241935398,178,313,194,131,FALSE,FALSE
434,434,become,become,vv0,verb,Begin to be.,93334,242028732,153,111,252,205,FALSE,FALSE
435,435,live,live,vv0,verb,,93220,242121952,292,200,200,194,FALSE,FALSE
436,436,data,data,nn1,noun,,93214,242215166,43,39,159,100,FALSE,FALSE
437,437,security,security,nn1,noun,"The condition of not being threatened, especially physically, psychologically, emotionally, or financially.",92791,242307957,314,78,143,240,FALSE,FALSE
438,438,feet,foot,nn2,noun,A biological structure found in many animals that is used for locomotion and that is frequently a separate organ at the terminal part of the leg.,92165,242400122,82,394,282,170,FALSE,FALSE
439,439,groups,group,nn2,noun,,92067,242492189,102,22,154,183,FALSE,FALSE
440,440,policy,policy,nn1,noun,"A course or principle of action adopted or proposed by a government, party, business, or individual.",91819,242584008,213,14,141,180,FALSE,FALSE
441,441,general,general,jj,adjective,"Including or involving every part or member of a given or implied entity, whole etc.",91496,242675504,163,52,152,216,FALSE,FALSE
442,442,even,even,cs,conjunction,,91443,242766947,181,219,213,184,FALSE,FALSE
443,443,right,right,nn1,noun,,91272,242858219,322,175,180,145,FALSE,FALSE
444,444,show,show,vv0,verb,,91104,242949323,272,158,189,193,FALSE,FALSE
445,445,better,better,rrr,adverb,,90516,243039839,192,248,215,186,FALSE,FALSE
446,446,true,true,jj,adjective,,90378,243130217,268,197,189,135,FALSE,FALSE
447,447,found,find,vvn,verb,,89680,243219897,140,144,210,149,FALSE,FALSE
448,448,became,become,vvd,verb,,89510,243309407,131,154,229,224,FALSE,FALSE
449,449,started,start,vvd,verb,,89488,243398895,239,277,187,203,FALSE,FALSE
450,450,seems,seem,vvz,verb,,89142,243488037,235,145,195,181,FALSE,FALSE
451,451,order,order,nn1,noun,,89079,243577116,156,112,167,132,FALSE,FALSE
452,452,gave,give,vvd,verb,,88769,243665885,171,350,162,175,FALSE,FALSE
453,453,level,level,nn1,noun,,88414,243754299,125,55,156,145,FALSE,FALSE
454,454,voice,voice,nn1,noun,"Sound uttered by the mouth, especially that uttered by human beings in speech or song.",88352,243842651,104,582,102,92,FALSE,FALSE
455,455,especially,especially,rr,adverb,In a special manner; specially.,87874,243930525,147,109,222,176,FALSE,FALSE
456,456,heart,heart,nn1,noun,"A muscular organ that pumps blood through the body, traditionally thought to be the seat of emotion.",87809,244018334,164,287,242,153,FALSE,FALSE
457,457,wife,wife,nn1,noun,"A married woman, especially in relation to her spouse.",87765,244106099,197,290,179,216,FALSE,FALSE
458,458,remember,remember,vv0,verb,To recall from one's memory; to have an image in one's memory.,87385,244193484,298,327,148,111,FALSE,FALSE
459,459,because,because,ii,preposition,For the reason.,87362,244280846,210,89,156,241,FALSE,FALSE
460,460,everyone,everyone,pn,pronoun,Every person.,87347,244368193,205,282,189,190,FALSE,FALSE
461,461,full,full,jj,adjective,Containing the maximum possible amount of that which can fit in the space available.,87329,244455522,129,262,213,181,FALSE,FALSE
